cruise,year,month,day,hour,minute,second,lat,lon,id,etopo2,chl
wfs0610,2006,10,3,15,25,0,26.3848,-81.9189,6906.0,6.0,8.27058
wfs0610,2006,10,3,17,45,0,26.1035,-81.8902,6896.0,7.0,2.12093
wfs0610,2006,10,3,19,15,0,25.9368,-81.8263,6913.0,8.0,3.86594
wfs0610,2006,10,3,20,45,0,25.7997,-81.6861,6908.0,17.0,5.52985
wfs0610,2006,10,4,13,35,0,25.1667,-81.3373,6909.0,7.0,2.26571
wfs0610,2006,10,4,15,5,0,25.2994,-81.451,6910.0,4.0,2.15468
wfs0610,2006,10,4,16,40,0,25.3395,-81.6689,6911.0,1.0,0.82971
wfs0610,2006,10,4,18,0,0,25.2882,-81.8809,6912.0,6.0,0.46995
wfs0610,2006,10,4,19,56,0,25.4736,-81.7759,6897.0,34.0,1.07197
wfs0610,2006,10,4,21,10,0,25.467,-81.6173,6898.0,6.0,2.5419
wfs0610,2006,10,5,13,10,0,26.3247,-82.0024,6899.0,32.0,3.59198
wfs0610,2006,10,5,14,36,0,26.2907,-82.1993,6900.0,4.0,4.1847
wfs0610,2006,10,5,15,40,0,26.3795,-82.2707,6901.0,26.0,4.62784
wfs0610,2006,10,5,17,0,0,26.3167,-82.4491,6902.0,22.0,2.95997
wfs0610,2006,10,5,18,10,0,26.2545,-82.6158,6914.0,24.0,0.95114
wfs0610,2006,10,5,20,30,0,26.5184,-82.5594,6903.0,24.0,4.54228
wfs0610,2006,10,5,21,22,0,26.5567,-82.4766,6915.0,18.0,5.80693
